Unnamed: 0,loss,beta,reward,kl_divergence,seed
50.0,hinge,0.5,0.8579724157015444,0.1687894581141768,2
51.0,hinge,1.0,0.8739566795038117,0.1951935089309628,2
52.0,hinge,2.5,0.8500116293826141,0.1241504193064668,2
53.0,hinge,5.0,0.8485454414651322,0.0562172708971161,2
54.0,dpo,0.01,0.9711594558918732,1.883167667754072,3
55.0,dpo,0.025,0.9640576021040324,1.7952421901137503,3
56.0,dpo,0.05,0.9700823298942414,0.9000762948094155,3
57.0,dpo,0.1,0.9659086583737516,0.432904416841582,3
58.0,dpo,0.25,0.9283268317045296,0.2052476934616822,3
59.0,dpo,0.5,0.8857297421045368,0.1180594017762674,3
60.0,dpo,1.0,0.8631371482713148,0.0562833053750948,3
61.0,dpo,2.5,0.8351780071044632,0.0840094364271576,3
62.0,dpo,5.0,0.8537875047803973,0.0817728398507885,3
63.0,hinge,0.01,0.9779897321843892,1.3499308914080772,3
64.0,hinge,0.025,0.9718726117453772,0.9073560113830328,3
65.0,hinge,0.05,0.9622194002178148,0.5609025436357564,3
66.0,hinge,0.1,0.9306969805263215,0.2287732264521286,3
67.0,hinge,0.25,0.8871400289825396,0.0757426705058295,3
68.0,hinge,0.5,0.8675974487079948,0.093003148383667,3
69.0,hinge,1.0,0.862669893343933,0.0997934713235802,3
70.0,hinge,2.5,0.862726444311702,0.0554257961335325,3
71.0,hinge,5.0,0.855868181374477,0.0591570045048836,3
72.0,dpo,0.01,0.9718851605138624,1.5722450913548496,4
73.0,dpo,0.025,0.976740385850775,1.4825123281915251,4
74.0,dpo,0.05,0.9738113151944708,1.1149711980211992,4
75.0,dpo,0.1,0.960746892118419,1.0007992951949942,4
76.0,dpo,0.25,0.9319229478147464,0.2045956874045154,4
77.0,dpo,0.5,0.8903981197253452,0.0732691443587261,4
78.0,dpo,1.0,0.8349833329716349,0.1120839121792894,4
79.0,dpo,2.5,0.8358947369694361,0.1284757798288592,4
80.0,dpo,5.0,0.8503431151863188,0.0855657943219491,4
81.0,hinge,0.01,0.9808020016003284,1.3651807918994665,4
82.0,hinge,0.025,0.9712015297031612,0.9081863929874472,4
83.0,hinge,0.05,0.9548387902299292,0.5799403157758292,4
84.0,hinge,0.1,0.9443514556561422,0.2506251545388739,4
85.0,hinge,0.25,0.8877402119222388,0.0733326462430107,4
86.0,hinge,0.5,0.8753302641459159,0.1353384801108448,4
87.0,hinge,1.0,0.8492903820208448,0.0911236039613975,4
88.0,hinge,2.5,0.8501818362223276,0.1370353495688651,4
89.0,hinge,5.0,0.8650723450100631,0.0572850860172481,4
90.0,dpo,0.01,0.97680590425618,1.5599906807805528,5
91.0,dpo,0.025,0.9779017889586392,1.2696843755273373,5
92.0,dpo,0.05,0.9731897073505096,1.1455191684430104,5
93.0,dpo,0.1,0.9584696535586265,0.694854987203548,5
94.0,dpo,0.25,0.9260614183704602,0.1971422571903771,5
95.0,dpo,0.5,0.8721834557792463,0.0729672803209037,5
96.0,dpo,1.0,0.8471199649012415,0.0555568569793812,5
97.0,dpo,2.5,0.8316274470089411,0.0525989317343978,5
98.0,dpo,5.0,0.8497849315388885,0.0522589166706414,5
99.0,hinge,0.01,0.9766795059706784,1.6193554090299012,5
100.0,hinge,0.025,0.9708792861418916,0.9076949693859796,5
101.0,hinge,0.05,0.9636139971003286,0.5798304966517858,5
102.0,hinge,0.1,0.9434724222071528,0.1745146868748567,5
103.0,hinge,0.25,0.8841373782212905,0.0742021532591489,5
104.0,hinge,0.5,0.8803979085384053,0.1290790168326102,5
105.0,hinge,1.0,0.8508010577906389,0.1918395632711999,5
106.0,hinge,2.5,0.8627892863321467,0.0541716481696493,5
107.0,hinge,5.0,0.8508167624491616,0.0941308305529306,5
108.0,dpo,0.01,0.972766895729408,1.5681282361627755,6
109.0,dpo,0.025,0.974866451210808,1.2742156037019827,6
110.0,dpo,0.05,0.9659799535322235,0.9002641177598434,6
111.0,dpo,0.1,0.9559169999097068,0.4270037562063509,6
112.0,dpo,0.25,0.9309097580179224,0.2031534411337548,6
113.0,dpo,0.5,0.8681665265825577,0.1632012282934152,6
114.0,dpo,1.0,0.8376227496282663,0.0553495357696113,6
115.0,dpo,2.5,0.8211586235713039,0.0528419052194646,6
116.0,dpo,5.0,0.8439864041685942,0.0845553325335363,6
117.0,hinge,0.01,0.982760339160508,1.350735959842495,6
118.0,hinge,0.025,0.9747500635598554,1.1596364071455536,6
119.0,hinge,0.05,0.9626925675966777,0.3845214970223705,6
120.0,hinge,0.1,0.9344548690299852,0.1678536322949583,6
121.0,hinge,0.25,0.8866248930297151,0.1214834368550699,6
122.0,hinge,0.5,0.8733819347485842,0.0598328756659483,6
123.0,hinge,1.0,0.8693027220809599,0.0591919349202084,6
124.0,hinge,2.5,0.8567197326070164,0.1389351317231041,6
125.0,hinge,5.0,0.8585112284380594,0.0986400509560465,6
126.0,dpo,0.01,0.97297205739934,1.5548566165822717,7
127.0,dpo,0.025,0.9788211337506656,1.4975543334584316,7
128.0,dpo,0.05,0.9698182838903158,1.1462306986523545,7
129.0,dpo,0.1,0.9666525780363008,0.4439755289458729,7
130.0,dpo,0.25,0.9239329206148396,0.1365201692972542,7
131.0,dpo,0.5,0.8754546506142069,0.0708958049887137,7
132.0,dpo,1.0,0.8479182483502081,0.0549173016360368,7
133.0,dpo,2.5,0.8307274688667676,0.118615888391071,7
134.0,dpo,5.0,0.8468708618977399,0.0516206677829277,7
135.0,hinge,0.01,0.9800708648574072,1.6354267361922918,7
136.0,hinge,0.025,0.971834718490718,0.9009580961333252,7
137.0,hinge,0.05,0.9617705881978618,0.5830999711800205,7
138.0,hinge,0.1,0.9407183079236712,0.2469560887553904,7
139.0,hinge,0.25,0.902852537450497,0.074407380086347,7
140.0,hinge,0.5,0.8644370507049025,0.0983621113957542,7
141.0,hinge,1.0,0.8758342606549268,0.0996854547033443,7
142.0,hinge,2.5,0.8576547031585069,0.0541222075300717,7
143.0,hinge,5.0,0.8508391028492479,0.0985460029203346,7
144.0,dpo,0.01,0.9729403686894802,1.5436120607064172,8
145.0,dpo,0.025,0.9716642808003236,1.2705404106029106,8
146.0,dpo,0.05,0.9742119472781195,1.1120449608501697,8
147.0,dpo,0.1,0.9656247002289164,0.7412003864148513,8
148.0,dpo,0.25,0.9269985071101984,0.1381657750485716,8
149.0,dpo,0.5,0.8601400221742515,0.0708617316749365,8
150.0,dpo,1.0,0.8663006792481756,0.1234802684140096,8
151.0,dpo,2.5,0.8392455810666434,0.0539777231065886,8
152.0,dpo,5.0,0.8427487963465683,0.0507228713566488,8
153.0,hinge,0.01,0.9848821600205264,1.3651273442466625,8
154.0,hinge,0.025,0.9748739773478592,1.1721881449324434,8
155.0,hinge,0.05,0.9577883710884488,0.3914849762612882,8
156.0,hinge,0.1,0.9461395756118872,0.1695549547213146,8
157.0,hinge,0.25,0.8869048937645857,0.0741693621846807,8
158.0,hinge,0.5,0.8701589305372909,0.0970459600784378,8
159.0,hinge,1.0,0.8723192636673921,0.1036707256169989,8
160.0,hinge,2.5,0.86603728631165,0.0545597789455814,8
161.0,hinge,5.0,0.848486588841537,0.0565477202210245,8
162.0,dpo,0.01,0.9788787456267746,1.5384351327939252,9
163.0,dpo,0.025,0.9732967391957644,1.500539192901569,9
164.0,dpo,0.05,0.9697209844398312,0.8964548466735967,9
165.0,dpo,0.1,0.9714142349180476,0.4310319793495359,9
166.0,dpo,0.25,0.9265856515915366,0.1950836533584563,9
167.0,dpo,0.5,0.8802228482580394,0.1551453001206653,9
168.0,dpo,1.0,0.8466677095138584,0.0886715101771586,9
169.0,dpo,2.5,0.8224245600016148,0.1279856767665977,9
170.0,dpo,5.0,0.8513651230839605,0.1183839012442031,9
171.0,hinge,0.01,0.9769457451551572,1.356423547872484,9
172.0,hinge,0.025,0.9737743413348798,0.8983599207834332,9
173.0,hinge,0.05,0.9555784768940648,0.388386909383437,9
174.0,hinge,0.1,0.930039786385256,0.2486870963494228,9
175.0,hinge,0.25,0.8677374351524922,0.121542738143213,9
176.0,hinge,0.5,0.8709158893352141,0.0979284700279354,9
177.0,hinge,1.0,0.8592689521888096,0.1041406580417185,9
178.0,hinge,2.5,0.8810851104454487,0.0541319042904715,9
179.0,hinge,5.0,0.8530367608367815,0.0577954815273682,9
180.0,padll,0.01,0.9667623411477544,1.932155484037935,0
181.0,padll,0.025,0.9807512947472278,1.3275566494564257,0
182.0,padll,0.05,0.9719698129258468,1.305940875229407,0
183.0,padll,0.1,0.9689571736937506,0.5182064292984937,0
184.0,padll,0.25,0.9365591617068568,0.1622520078160697,0
185.0,padll,0.5,0.8853371949024731,0.0782092939096398,0
186.0,padll,1.0,0.8659545047307038,0.0927101484762835,0
187.0,padll,2.5,0.8506837939103425,0.0563706702117077,0
188.0,padll,5.0,0.8416599686068658,0.0557043526414699,0
189.0,padll,0.01,0.9680445777862332,1.905940082078594,1
190.0,padll,0.025,0.9764735740011674,1.3248266139983529,1
191.0,padll,0.05,0.9778721783660586,1.086647181269219,1
192.0,padll,0.1,0.9707995921630064,0.5251082708800686,1
193.0,padll,0.25,0.9314971949299216,0.2264546377198054,1
194.0,padll,0.5,0.8810261096985196,0.1159661938908079,1
195.0,padll,1.0,0.888955710788141,0.0965822076821076,1
196.0,padll,2.5,0.8604275232822692,0.0563710375386406,1
197.0,padll,5.0,0.8369483179977688,0.1158860518644239,1
198.0,padll,0.01,0.9695833050628424,2.020400804729669,2
199.0,padll,0.025,0.978610629185394,1.3440589617400374,2
200.0,padll,0.05,0.9750827043961036,1.0804356306010985,2
201.0,padll,0.1,0.967729177103436,0.5222444381270831,2
202.0,padll,0.25,0.9395797595470794,0.2357076649563149,2
203.0,padll,0.5,0.9020052145841182,0.0815099561905787,2
204.0,padll,1.0,0.8809813451527152,0.0621929995118048,2
205.0,padll,2.5,0.8554631770040433,0.0956260857721734,2
206.0,padll,5.0,0.8637838777478901,0.0577305680142747,2
207.0,padll,0.01,0.9665335157304652,2.011984052307168,3
208.0,padll,0.025,0.9788904850842082,1.5588499981483643,3
209.0,padll,0.05,0.969325064917386,1.0757416391507495,3
210.0,padll,0.1,0.9728844910640618,0.5156050694740204,3
211.0,padll,0.25,0.9447253006392856,0.234869745860649,3
212.0,padll,0.5,0.886327028987027,0.0794625092994964,3
213.0,padll,1.0,0.8682541111845349,0.0630767694150869,3
214.0,padll,2.5,0.8677027324944502,0.0870078151356712,3
215.0,padll,5.0,0.8663163377922901,0.1113721691798539,3
216.0,padll,0.01,0.9678616849307436,2.029805467924804,4
217.0,padll,0.025,0.9741594916907488,1.3337669519131563,4
218.0,padll,0.05,0.9789885889124708,1.0814781287493127,4
219.0,padll,0.1,0.9639625348264818,0.738848202441178,4
220.0,padll,0.25,0.9463029489550971,0.1655380496562374,4
221.0,padll,0.5,0.8929041247732239,0.1240104826252562,4
222.0,padll,1.0,0.8563895227072353,0.1298820588209499,4
223.0,padll,2.5,0.8699404310486861,0.0912481342874928,4
224.0,padll,5.0,0.859010063201451,0.0867700390581514,4
225.0,padll,0.01,0.9647524627788808,1.9252410427414248,5
226.0,padll,0.025,0.9706442444272106,1.3236686516164895,5
227.0,padll,0.05,0.9761187454899192,1.5067721450243217,5
228.0,padll,0.1,0.9670226105816256,0.7314468300283765,5
229.0,padll,0.25,0.9349722531023726,0.230943656682816,5
230.0,padll,0.5,0.903862601115281,0.1271218929117793,5
231.0,padll,1.0,0.8685697406890104,0.0610507116577156,5
232.0,padll,2.5,0.8584459703599278,0.0567441407776249,5
233.0,padll,5.0,0.8609820181034156,0.0858839952452117,5
234.0,padll,0.01,0.96844949632691,1.9231834370992456,6
235.0,padll,0.025,0.9777861181837506,1.326753521243272,6
236.0,padll,0.05,0.9748378575302484,1.0728907830645291,6
237.0,padll,0.1,0.9589004464972531,0.5154865318078922,6
238.0,padll,0.25,0.9303789309115964,0.2343368481924929,6
239.0,padll,0.5,0.8785703873411111,0.0800166900405044,6
240.0,padll,1.0,0.8705049811125791,0.0603268118521032,6
241.0,padll,2.5,0.8505571242062142,0.0569351897737873,6
242.0,padll,5.0,0.8784485259343928,0.0862277567263201,6
243.0,padll,0.01,0.9677425324332436,2.036551864331078,7
244.0,padll,0.025,0.9804633395227138,1.5821836658371853,7
245.0,padll,0.05,0.9688204084739264,1.3038881504880269,7
246.0,padll,0.1,0.9630904824330356,0.5206434154942025,7
247.0,padll,0.25,0.932731687466032,0.1624021457111004,7
248.0,padll,0.5,0.8790736771761731,0.0797827933821287,7
249.0,padll,1.0,0.874027299413312,0.0620189948253314,7
250.0,padll,2.5,0.8670542772019689,0.1273822448309595,7
251.0,padll,5.0,0.8628685089780774,0.056643271749071,7
252.0,padll,0.01,0.9626263979675714,1.927081274599677,8
253.0,padll,0.025,0.9837969098030008,1.6050305629932355,8
254.0,padll,0.05,0.9698969852073352,1.084327919093972,8
255.0,padll,0.1,0.9579331781654036,0.7648796331867317,8
256.0,padll,0.25,0.9375382485956651,0.2354984982765957,8
257.0,padll,0.5,0.8849060980641807,0.1258940870989686,8
258.0,padll,1.0,0.874933978880872,0.1353432074344503,8
259.0,padll,2.5,0.8363777304417163,0.0563604798522451,8
260.0,padll,5.0,0.8532838824282808,0.0830855156905939,8
261.0,padll,0.01,0.966794193766138,1.984493025520232,9
262.0,padll,0.025,0.9807429024883312,1.3372742613445452,9
263.0,padll,0.05,0.9673709276252777,1.3081093429644786,9
264.0,padll,0.1,0.9697345197405376,0.5168222715948166,9
265.0,padll,0.25,0.9222060791939148,0.1646625221275374,9
266.0,padll,0.5,0.8960272566506173,0.2573060288816703,9
267.0,padll,1.0,0.868903445246513,0.1200117945904738,9
268.0,padll,2.5,0.8517774472822203,0.0575114603561688,9
269.0,padll,5.0,0.8834500029010233,0.0855239262796944,9
270.0,pfl,0.01,0.8488546400806517,0.186891807899165,0
271.0,pfl,0.025,0.8370422653148416,0.1212941029185064,0
272.0,pfl,0.05,0.8509703462559264,0.1134954946185504,0
273.0,pfl,0.1,0.8371750423983031,0.1213182343814512,0
274.0,pfl,0.25,0.8582871055714495,0.055969073171697,0
275.0,pfl,0.5,0.8235663047994022,0.1843141026440594,0
276.0,pfl,1.0,0.8465262156885874,0.1866656196805185,0
277.0,pfl,2.5,0.8294916958778631,0.183795421342383,0
278.0,pfl,5.0,0.8364666143883369,0.1841702105786328,0
279.0,cell,0.01,0.9820339352482116,1.367253814701778,0
280.0,cell,0.025,0.9640416415713844,1.359315815430029,0
281.0,cell,0.05,0.9678662701575086,0.6185266582980973,0
282.0,cell,0.1,0.9478423511502916,0.2616444020816085,0
283.0,cell,0.25,0.8161383593301871,0.2766429659278233,0
284.0,cell,0.5,0.7125612306465918,0.3401677316381137,0
285.0,cell,1.0,0.5681146254870401,0.5073011333804721,0
286.0,cell,2.5,0.7129431092540326,0.1434066531784451,0
287.0,cell,5.0,,,0
288.0,pfl,0.01,0.8382842828130525,0.1200074225710954,1
289.0,pfl,0.025,0.8353785400011984,0.0565353696464426,1
290.0,pfl,0.05,0.8486527491489542,0.1199839502904454,1
291.0,pfl,0.1,0.8413648326168477,0.0976844892903132,1
292.0,pfl,0.25,0.8554690778992954,0.1134554566859867,1
293.0,pfl,0.5,0.8417237408816581,0.0554979445751175,1
294.0,pfl,1.0,0.8660217692074949,0.1186177840367618,1
295.0,pfl,2.5,0.8270875558528351,0.1825091943990645,1
296.0,pfl,5.0,0.8389197215473396,0.1217841145745171,1
297.0,cell,0.01,0.9779178540122812,1.58607443614863,1
298.0,cell,0.025,0.9765915698109892,1.0497159875578403,1
299.0,cell,0.05,0.964945943688741,1.191060927842884,1
300.0,cell,0.1,0.9481751424084068,0.45749965966251,1
301.0,cell,0.25,0.8311723547821166,0.2774162999465389,1
302.0,cell,0.5,0.7579804506438959,0.3508501963814361,1
303.0,cell,1.0,0.5593799564991204,0.197026911678467,1
304.0,cell,2.5,0.7088725065639592,0.0515590756493782,1
305.0,cell,5.0,,,1
306.0,pfl,0.01,0.837170886934211,0.0555366244925357,2
307.0,pfl,0.025,0.8319745345780685,0.1209263004926508,2
308.0,pfl,0.05,0.8526616401824576,0.1649675889259596,2
309.0,pfl,0.1,0.85989332756988,0.055861543979918,2
310.0,pfl,0.25,0.8436166460426466,0.0557889050704776,2
311.0,pfl,0.5,0.8293452147193311,0.1874383832439383,2
312.0,pfl,1.0,0.8600921174724353,0.120169215326091,2
313.0,pfl,2.5,0.8300352635364107,0.1212286697104738,2
314.0,pfl,5.0,0.859081817774364,0.1668516784366312,2
315.0,cell,0.01,0.980674607807945,1.342364677688602,2
316.0,cell,0.025,0.9747947993270936,1.3577881074219438,2
317.0,cell,0.05,0.9669128251097864,0.6170592870595462,2
318.0,cell,0.1,0.9527247300857272,0.2588081665677283,2
319.0,cell,0.25,0.7988698676396744,0.8941365851720783,2
320.0,cell,0.5,0.714894115422212,0.5708529628217368,2
321.0,cell,1.0,0.5525237288857461,0.1956493697566294,2
322.0,cell,2.5,0.7019395787334651,0.0524141901316751,2
323.0,cell,5.0,,,2
324.0,pfl,0.01,0.8405475552812568,0.1179826945547581,3
325.0,pfl,0.025,0.8242149059986114,0.1805518736105871,3
326.0,pfl,0.05,0.849741399822582,0.055941092093471,3
327.0,pfl,0.1,0.8514225912647089,0.0548458505908903,3
328.0,pfl,0.25,0.8543192322413379,0.0561174509647954,3
329.0,pfl,0.5,0.8199984628190287,0.1196340390053702,3
330.0,pfl,1.0,0.851364749735978,0.1232704346632987,3
331.0,pfl,2.5,0.8491534336234327,0.1212156063886226,3
332.0,pfl,5.0,0.8295555687874148,0.1214157268851927,3
333.0,cell,0.01,0.9759074046854512,1.3608364309543295,3
334.0,cell,0.025,0.9728751164446002,1.357855486815728,3
335.0,cell,0.05,0.9707768074680352,0.9254530399220804,3
336.0,cell,0.1,0.9516813456582603,0.2635318810901886,3
337.0,cell,0.25,0.8151516876909009,0.2778731279483448,3
338.0,cell,0.5,0.7062801836703438,0.3428179252293293,3
339.0,cell,1.0,0.5863886483537207,0.3403556201805527,3
340.0,cell,2.5,0.7211019964557199,0.0996000559329317,3
341.0,cell,5.0,,,3
342.0,pfl,0.01,0.8458595599037362,0.1211345262121112,4
343.0,pfl,0.025,0.8362762716955913,0.1211547497324796,4
344.0,pfl,0.05,0.8537488836117555,0.0548983782111334,4
345.0,pfl,0.1,0.8372980939610861,0.1798763748472706,4
346.0,pfl,0.25,0.831118954306672,0.0559464091741113,4
347.0,pfl,0.5,0.848156698717561,0.0998474846842401,4
348.0,pfl,1.0,0.8259041551140545,0.0550728495065789,4
349.0,pfl,2.5,0.8465374361893919,0.0567027947881182,4
350.0,pfl,5.0,0.8584468662686704,0.0555894613458938,4
351.0,cell,0.01,0.9787559750536456,1.346356476386004,4
352.0,cell,0.025,0.9778106499952264,1.0649487893894312,4
353.0,cell,0.05,0.9630199533615378,0.6129675172028194,4
354.0,cell,0.1,0.9497307520131,0.2653471831755258,4
355.0,cell,0.25,0.8254541149589059,0.4135906106317314,4
356.0,cell,0.5,0.703547834165016,0.5519069489978609,4
357.0,cell,1.0,0.5485654086075665,0.5125504607828127,4
358.0,cell,2.5,0.6986388828440103,0.0983647929069258,4
359.0,cell,5.0,,,4
360.0,pfl,0.01,0.8414992830270203,0.0560665204950821,5
361.0,pfl,0.025,0.8503251670751488,0.1193235791350632,5
362.0,pfl,0.05,0.8222481619869358,0.2442879109562764,5
363.0,pfl,0.1,0.8432232213507231,0.1763765334411192,5
364.0,pfl,0.25,0.8479430506994249,0.1237277118472717,5
365.0,pfl,0.5,0.8582757161582122,0.0560066360124955,5
366.0,pfl,1.0,0.8333654473390197,0.0555363898328073,5
367.0,pfl,2.5,0.8422159149706422,0.1199647387480494,5
368.0,pfl,5.0,0.8455934372584742,0.1798085209589828,5
369.0,cell,0.01,0.9774818448819568,1.350289218498901,5
370.0,cell,0.025,0.9796631387601956,1.06047845571319,5
371.0,cell,0.05,0.9638339778636,0.608907245786763,5
372.0,cell,0.1,0.9476391297061344,0.4612001416580999,5
373.0,cell,0.25,0.8135851950260112,0.272891662072476,5
374.0,cell,0.5,0.7069484691088146,0.5774250673430786,5
375.0,cell,1.0,0.5575855986677343,0.5102695731925114,5
376.0,cell,2.5,0.7066453094734461,0.0515550941866716,5
377.0,cell,5.0,,,5
378.0,pfl,0.01,0.8443907715364476,0.0547342991700828,6
379.0,pfl,0.025,0.8353153441815812,0.1210464654223349,6
380.0,pfl,0.05,0.8427606112792855,0.1186037374523984,6
381.0,pfl,0.1,0.842856318937993,0.1200521417691962,6
382.0,pfl,0.25,0.83355907665618,0.1201241151474257,6
383.0,pfl,0.5,0.8614469400064845,0.0558754916123654,6
384.0,pfl,1.0,0.8506034670448862,0.1198125966874021,6
385.0,pfl,2.5,0.8548101065332012,0.0556383864423502,6
386.0,pfl,5.0,0.8397919422751292,0.0555882764463831,6
387.0,cell,0.01,0.9785047440247726,1.8005231231966434,6
388.0,cell,0.025,0.9746429802669444,1.060914203820859,6
389.0,cell,0.05,0.9658740997703862,0.6130207329155956,6
390.0,cell,0.1,0.9477948486220558,0.2560197097098278,6
391.0,cell,0.25,0.8206034361859201,0.2772692067568204,6
392.0,cell,0.5,0.701348246150621,0.3440634171706963,6
393.0,cell,1.0,0.557463359253743,0.3561524504448259,6
394.0,cell,2.5,0.7158072466706217,0.0521415460488124,6
395.0,cell,5.0,,,6
396.0,pfl,0.01,0.8298517909787478,0.1200074858680025,7
397.0,pfl,0.025,0.8471966809235164,0.1189087224222262,7
398.0,pfl,0.05,0.86780659973211,0.0550675810067687,7
399.0,pfl,0.1,0.8487559637606319,0.1206847498792376,7
400.0,pfl,0.25,0.8292312383725075,0.055488583841473,7
401.0,pfl,0.5,0.8396318126444239,0.118157891647203,7
402.0,pfl,1.0,0.8517229833226884,0.1575040399746836,7
403.0,pfl,2.5,0.827163423357415,0.1139319031083178,7
404.0,pfl,5.0,0.8516962750929815,0.0550622899984335,7
405.0,cell,0.01,0.97780706474249,1.6074489578600637,7
406.0,cell,0.025,0.9692805344927474,1.0597072185503942,7
407.0,cell,0.05,0.9728983547212556,0.6103546942699538,7
408.0,cell,0.1,0.9524673733378586,0.2628832422973645,7
409.0,cell,0.25,0.8294816402970755,0.522080876815479,7
410.0,cell,0.5,0.7344863709521305,0.5516702617529649,7
411.0,cell,1.0,0.5609628855090996,0.198965901539738,7
412.0,cell,2.5,0.6967710725610669,0.1383760813544815,7
413.0,cell,5.0,,,7
414.0,pfl,0.01,0.8386676914074633,0.0553906215163751,8
415.0,pfl,0.025,0.8422112860617926,0.1163659308136469,8
416.0,pfl,0.05,0.8184319111528457,0.0564129416434564,8
417.0,pfl,0.1,0.8486842502939981,0.0561049890822386,8
418.0,pfl,0.25,0.8467335905342188,0.0553040556292648,8
419.0,pfl,0.5,0.8408152400069521,0.1786916840561971,8
420.0,pfl,1.0,0.8527238281221071,0.119576982947869,8
421.0,pfl,2.5,0.8126936206170648,0.0533625060845066,8
422.0,pfl,5.0,0.8447096892377304,0.056177837565033,8
423.0,cell,0.01,0.967942883043026,1.3712300796984496,8
424.0,cell,0.025,0.9838198332228348,1.361699433907049,8
425.0,cell,0.05,0.9668273837692396,0.6045168963747702,8
426.0,cell,0.1,0.9567851200682052,0.2630418208359286,8
427.0,cell,0.25,0.8251695092929585,0.2788415840581943,8
428.0,cell,0.5,0.7253687477866188,0.5485187770469478,8
429.0,cell,1.0,0.554676471102488,0.1968946265408312,8
430.0,cell,2.5,0.718656218422926,0.0502831728102249,8
431.0,cell,5.0,,,8
432.0,pfl,0.01,0.8439839622661238,0.0563690594161184,9
433.0,pfl,0.025,0.8477909123568388,0.118910124566374,9
434.0,pfl,0.05,0.8435922515314597,0.0534252814206974,9
435.0,pfl,0.1,0.8326329135492561,0.1206725097239732,9
436.0,pfl,0.25,0.8483507778793864,0.1652470360465722,9
437.0,pfl,0.5,0.8343206793997379,0.1791574807742774,9
438.0,pfl,1.0,0.8379933804224711,0.1199999279970195,9
439.0,pfl,2.5,0.8364620490883535,0.1191812824776671,9
440.0,pfl,5.0,0.84587840368459,0.1860198768144466,9
441.0,cell,0.01,0.981029107242124,1.3618412883787163,9
442.0,cell,0.025,0.9755437067281456,1.0658578451766412,9
443.0,cell,0.05,0.9605603507602064,0.6046486020770688,9
444.0,cell,0.1,0.9495619746330194,0.2663493980071857,9
445.0,cell,0.25,0.8114410994660866,0.2797862050659679,9
446.0,cell,0.5,0.7115490938209114,0.564551339796039,9
447.0,cell,1.0,0.5638422695116314,0.3575772528185633,9
448.0,cell,2.5,0.7207113048094906,0.0520297869233477,9
449.0,cell,5.0,,,9
